Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;0.342236,-0.454343,-0.210457,0.358747,0.404591,0.175747,0.0201278,0.336695,-0.177696,0.525749,0.503507,0.143335,-0.476585,-0.354267,-0.0783318,-0.132638,0.210576,0.139605,0.019897,-0.314005,0.483347,0.463048,0.51461,-0.00325067,-0.357393;-3.59205,0.251188,-1.56915,2.66965
1;-0.133034,-0.454343,0.122454,0.211413,0.404591,0.824123,-0.142959,0.311483,-0.178644,0.573774,0.789503,0.143335,-0.200483,-0.484434,-0.0783318,-0.50164,0.669294,0.168545,-0.0372621,-0.139338,0.690726,0.685121,0.515779,0.282865,0.0310572;-8.1435,-1.13778,-1.44391,0.503327
2;-0.36069,-0.454343,0.389037,0.234355,0.404591,0.907917,-0.201437,0.442387,-0.0941411,0.618082,0.883304,0.143335,-0.220536,-0.166725,-0.0783318,-0.63634,0.69825,0.170228,-0.182105,-0.3772,0.568276,0.745485,0.553238,0.200214,0.221547;-9.84374,-0.533586,-0.905917,-0.151816
3;-0.419495,-0.454343,0.319433,0.235324,0.404591,0.88319,-0.0570244,0.399354,-0.118747,0.652137,0.896584,0.143335,-0.27147,-0.054017,-0.0783318,-0.667654,0.723085,0.178468,-0.233449,-0.477448,0.473027,0.578381,0.660408,0.200436,0.271122;-9.64742,-0.357178,-0.810464,-0.0245956
4;-0.298536,-0.454343,0.32002,0.240217,0.404591,0.902791,-0.00488692,0.393859,-0.118681,0.606243,0.869147,0.143335,-0.219153,-0.158237,-0.0783318,-0.575445,0.740988,0.171236,-0.25346,-0.50158,0.444145,0.502502,0.694328,0.227427,0.131172;-9.54304,-0.464446,-1.17699,0.326914
5;-0.233818,-0.454343,0.346433,0.225588,0.404591,0.902689,-0.0531056,0.412685,-0.11066,0.590109,0.85664,0.143335,-0.201108,-0.041508,-0.0783318,-0.527819,0.716622,0.170023,-0.219411,-0.451135,0.485945,0.572974,0.704886,0.195369,0.0654779;-9.67009,-0.444363,-1.27861,0.489149
6;-0.581621,-0.343918,0.0621789,0.278072,0.672235,0.742377,0.0461063,0.14151,-0.440038,0.381609,0.726652,0.249426,-0.548964,0.261432,-0.294737,-0.583143,0.764172,-0.0895691,0.366825,-0.503831,0.496622,0.311808,0.373211,-0.378912,-0.420947;-9.07174,-1.09612,-1.74893,3.35903
7;-0.39538,-0.343918,-0.496483,0.284762,0.672235,0.829579,0.184312,0.233128,-0.568442,0.2855,0.579055,0.249426,-0.223802,-0.130351,-0.294737,-0.406501,0.646889,-0.121082,0.341549,-0.63045,0.122776,0.0339167,-0.268783,-0.49955,-0.589727;-8.65275,-1.98729,-3.17252,5.14751
8;-0.182994,-0.767057,-0.823065,0.919518,0.250849,0.934171,0.064191,-0.386321,0.345566,-0.662811,-0.59491,-0.507635,-0.372387,-0.0412506,-0.431308,-0.778983,0.611345,0.351184,0.803032,-0.459888,0.0469435,0.586663,-0.419681,-0.473581,-0.262753;0.931997,-1.13776,-3.38563,2.92932
9;-0.40214,-0.767057,-0.690651,0.768406,0.250849,0.876685,0.105155,-0.552522,0.352433,-0.709671,-0.132272,-0.507635,-0.960486,-0.541993,-0.431308,-0.912429,-0.348205,0.292779,0.742644,-0.364901,0.860398,0.528221,-0.752828,-0.724969,0.211121;3.20593,-1.79019,-0.73081,2.2068
